number,district,address,amount
18.50,Центральный,"Атаманская ул., д.6, лит.Е",1
18.51,Центральный,"Атаманская ул., д.9",1
18.52,Центральный,"Бакунина пр., д.1",2
18.53,Центральный,"Бакунина пр., д.15",1
18.54,Центральный,"Бакунина пр., д.17",1
18.55,Центральный,"Бакунина пр., д.19-25",1
18.56,Центральный,"Бакунина пр., д.7",4
18.57,Центральный,"Банковский пер., д.3, лит.Б",1
18.58,Центральный,"Банковский пер., д.4",1
18.59,Центральный,"Басков пер., д.13-15",1
18.60,Центральный,"Басков пер., д.14",1
18.61,Центральный,"Басков пер., д.20",1
18.62,Центральный,"Басков пер., д.3",1
18.63,Центральный,"Басков пер., д.37-39",2
18.64,Центральный,"Басков пер., д.38",1
18.65,Центральный,"Басков пер., д.8",1
18.66,Центральный,"Белинского ул., д.1",4
18.67,Центральный,"Белинского ул., д.13",1
18.68,Центральный,"Белинского ул., д.9 ",1
18.69,Центральный,"Большая Конюшенная ул., д.1",4
18.70,Центральный,"Большая Конюшенная ул., д.10",2
18.71,Центральный,"Большая Конюшенная ул., д.12",2
18.72,Центральный,"Большая Конюшенная ул., д.14",1
18.73,Центральный,"Большая Конюшенная ул., д.19/8",2
18.74,Центральный,"Большая Конюшенная ул., д.2",2
18.75,Центральный,"Большая Конюшенная ул., д.25",1
18.76,Центральный,"Большая Конюшенная ул., д.7",12
18.77,Центральный,"Большая Морская ул., д.13",1
18.78,Центральный,"Большая Морская ул., д.14 ",1
18.79,Центральный,"Большая Морская ул., д.23/12",2
18.80,Центральный,"Большая Морская ул., д.7",1
18.81,Центральный,"Большая Московская ул., д.11",3
18.82,Центральный,"Большая Московская ул., д.12",2
18.83,Центральный,"Большая Московская ул., д.1-3",5
18.84,Центральный,"Большая Московская ул., д.2/1",2
18.85,Центральный,"Большая Московская ул., д.4",1
18.86,Центральный,"Бонч-Бруевича ул., д.1, лит.В",1
18.87,Центральный,"Бонч-Бруевича ул., д.2/3",1
18.88,Центральный,"Бонч-Бруевича ул., д.3",1
18.89,Центральный,"Боровая ул., д.11-13",1
18.90,Центральный,"Боровая ул., д.16/2",1
18.91,Центральный,"Боровая ул., д.21",1
18.92,Центральный,"Боровая ул., д.24",1
18.93,Центральный,"Боровая ул., д.35-37",2
18.94,Центральный,"Боровая ул., д.40",1
18.95,Центральный,"Боровая ул., д.6",1
18.96,Центральный,"Бородинская ул., д.3",1
18.97,Центральный,"Виленский пер., д.14",1
18.98,Центральный,"Виленский пер., д.17/5",3
18.99,Центральный,"Виленский пер., д.19",1
18.100,Центральный,"Владимирский пр., д.1/47, лит.Б",1
18.101,Центральный,"Владимирский пр., д.11",3
18.102,Центральный,"Владимирский пр., д.14",1
18.103,Центральный,"Владимирский пр., д.15",3
18.104,Центральный,"Владимирский пр., д.17",3
18.105,Центральный,"Владимирский пр., д.18",1
18.106,Центральный,"Владимирский пр., д.19",1
18.107,Центральный,"Владимирский пр., д.21",1
18.108,Центральный,"Владимирский пр., д.3",2
18.109,Центральный,"Военная ул., д.4",2
18.110,Центральный,"Военная ул., д.6",1
18.111,Центральный,"Военная ул., д.8",1
18.112,Центральный,"Волынский пер., д.1/36",1
18.113,Центральный,"Волынский пер., д.3а",1
18.114,Центральный,"Воронежская ул., д.15-17",1
18.115,Центральный,"Воронежская ул., д.22-24",1
18.116,Центральный,"Воронежская ул., д.26-28",1
18.117,Центральный,"Воронежская ул., д.6-8",1
18.118,Центральный,"Воскресенская наб., д.24А",10
18.119,Центральный,"Воскресенская наб., д.6-8",6
18.120,Центральный,"Восстания ул., д. 40",1
18.121,Центральный,"Восстания ул., д.11",1
18.122,Центральный,"Восстания ул., д.14, лит.Б",1
18.123,Центральный,"Восстания ул., д.15",1
18.124,Центральный,"Восстания ул., д.17",1
18.125,Центральный,"Восстания ул., д.40",1
18.126,Центральный,"Восстания ул., д.43",1
18.127,Центральный,"Восстания ул., д.44",2
18.128,Центральный,"Восстания ул., д.46",2
18.129,Центральный,"Восстания ул., д.49",3
18.130,Центральный,"Восстания ул., д.8",2
18.131,Центральный,"Гагаринская ул., д.1/24",1
18.132,Центральный,"Гагаринская ул., д.15",1
18.133,Центральный,"Гагаринская ул., д.18",4
18.134,Центральный,"Гагаринская ул., д.22",1
18.135,Центральный,"Гагаринская ул., д.3, лит.Д",1
18.136,Центральный,"Гагаринская ул., д.6/1",2
18.137,Центральный,"Гангутская ул., д.14",1
18.138,Центральный,"Гангутская ул., д.8",3
18.139,Центральный,"Гончарная ул., д. 25",1
18.140,Центральный,"Гончарная ул., д.15",9
18.141,Центральный,"Гончарная ул., д.2",1
18.142,Центральный,"Гончарная ул., д.26",2
18.143,Центральный,"Гончарная ул., д.3",4
18.144,Центральный,"Гончарная ул., д.4",3
18.145,Центральный,"Гончарная ул., д.5",1
18.146,Центральный,"Гончарная ул., д.6",1
18.147,Центральный,"Гороховая ул., д.16/71",2
18.148,Центральный,"Гороховая ул., д.2/6",1
18.149,Центральный,"Гороховая ул., д.24/24",2
18.150,Центральный,"Гороховая ул., д.26",3
18.151,Центральный,"Гороховая ул., д.28",1
18.152,Центральный,"Гороховая ул., д.34",2
18.153,Центральный,"Гороховая ул., д.4",1
18.154,Центральный,"Гороховая ул., д.40",1
18.155,Центральный,"Гороховая ул., д.42",1
18.156,Центральный,"Гороховая ул., д.46",1
18.157,Центральный,"Гороховая ул., д.50",1
18.158,Центральный,"Гороховая ул., д.8/13",1
18.159,Центральный,"Графский пер., д.1",2
18.160,Центральный,"Графский пер., д.6/16",1
18.161,Центральный,"Греческий пр., д.15",1
18.162,Центральный,"Греческий пр., д.19",1
18.163,Центральный,"Греческий пр., д.21",5
18.164,Центральный,"Греческий пр., д.23",9
18.165,Центральный,"Греческий пр., д.25",3
18.166,Центральный,"Греческий пр., д.29",1
18.167,Центральный,"Грибоедова кан. наб., д.15",1
18.168,Центральный,"Грибоедова кан. наб., д.166",1
18.169,Центральный,"Грибоедова кан. наб., д.18-20",2
18.170,Центральный,"Грибоедова кан. наб., д.18-20 ",1
18.171,Центральный,"Грибоедова кан. наб., д.2",1
18.172,Центральный,"Грибоедова кан. наб., д.28/1",14
18.173,Центральный,"Грибоедова кан. наб., д.29",1
18.174,Центральный,"Грибоедова кан. наб., д.2Б",1
18.175,Центральный,"Грибоедова кан. наб., д.3",4
18.176,Центральный,"Грибоедова кан. наб., д.34",1
18.177,Центральный,"Грибоедова кан. наб., д.35",1
18.178,Центральный,"Грибоедова кан. наб., д.4",3
18.179,Центральный,"Грибоедова кан. наб., д.6/2",2
18.180,Центральный,"Грибоедова кан. наб., д.7, лит.Ж",6
18.181,Центральный,"Грибоедова канала наб., д.5",1
18.182,Центральный,"Гродненский пер., д.12-14",1
18.183,Центральный,"Дворцовая наб., д.18",2
18.184,Центральный,"Дворцовая наб., д.30",1
18.185,Центральный,"Дворцовая наб., д.36",1
18.186,Центральный,"Дворцовая наб., д.38",1
18.187,Центральный,"Дворцовая наб., д.4",3
18.188,Центральный,"Дворцовая пл., д.10",3
18.189,Центральный,"Дворцовая пл., д.8",2
18.190,Центральный,Дворцовый мост,3
18.191,Центральный,"Дегтярная ул., д.32-36",15
18.192,Центральный,"Джамбула пер., д.14",1
18.193,Центральный,"Джамбула пер., д.19",1
18.194,Центральный,"Джамбула, д.10",5
18.195,Центральный,Дмитровский пер. д.9,4
18.196,Центральный,"Днепропетровская ул., д.13",1
18.197,Центральный,"Днепропетровская ул., д.29",1
18.198,Центральный,"Днепропетровская ул., д.3",1
18.199,Центральный,"Днепропетровская ул., д.45",1
