district,address,type,cadastral_number,area,status,document,obj_id
Центральный,"191040, г.Санкт-Петербург, Лиговский проспект, д. 44, литера Б",помещение,78:31:1521:2011:130:12,185.7,исключен,911-рк от 28.11.2016,300015217
Центральный,"191040, г.Санкт-Петербург, Лиговский проспект, д. 44, литера Б",помещение,78:1521:2011:130:8,81.7,включен,1054-рк от 31.10.2019,300015218
Адмиралтейский,"190068, г.Санкт-Петербург, набережная канала Грибоедова, д. 109/8, литера А",помещение,78:32:1250:0:19:4,133.0,исключен,202-р от 16.11.2011,1100076208
Центральный,"191023, г.Санкт-Петербург, Гороховая улица, д. 32, литера А",часть помещения,78:31:1144:5:2:13,226.9,исключен,145-р (1741)) от 14.09.2011,300061119
Красногвардейский,"195030, г.Санкт-Петербург, проспект Ударников, д. 38, к. 1, литера А",часть помещения,78:11:6113:0:8:4,4.5,включен,237-р от 26.12.2008,700026744
Центральный,"191040, г.Санкт-Петербург, Лиговский проспект, д. 53, литера А",помещение,78:31:0001045:2461,142.5,включен,237-р от 26.12.2008,300014310
Центральный,"191023, г.Санкт-Петербург, Гороховая улица, д. 50, литера А",помещение,78:31:1057:13:50:11,89.4,включен,237-р от 26.12.2008,300124599
Адмиралтейский,"190068, г.Санкт-Петербург, Вознесенский проспект, д. 45, литера А",помещение,78:1063:3:4:2,10.5,включен,26-р от 23.03.2009,1100052389
Фрунзенский,"192286, г.Санкт-Петербург, Альпийский переулок, д. 30, литера А",помещение,78:13:7415А:16:54:6,118.7,включен,237-р от 26.12.2008,2100004799
Центральный,"191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 1",помещение,78:1056Н:4:1:99,60.3,исключен,272-рк от 22.04.2016,300023197
Центральный,"191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 1",помещение,78:1056Н:4:1:114,64.9,исключен,272-рк от 22.04.2016,300042031
Петроградский,"197198, г.Санкт-Петербург, Большой  проспект П.С., д. 14, литера А",часть помещения,78:7:3095:0:13:7,105.6,включен,237-р от 26.12.2008,1500063096
Калининский,"195269, г.Санкт-Петербург, улица Ольги Форш, д. 5, литера А",часть помещения,78:10:5542:0:46:1,17.9,включен,237-р от 26.12.2008,400020383
Калининский,"195269, г.Санкт-Петербург, улица Ольги Форш, д. 5, литера А",часть помещения,78:10:5542:0:46:1,59.6,включен,237-р от 26.12.2008,400019791
Петроградский,"197101, г.Санкт-Петербург, Большой  проспект П.С., д. 67, литера А",помещение,78:7:3084:0:7:3,31.8,включен,237-р от 26.12.2008,1500040279
Центральный,"191002, г.Санкт-Петербург, улица Рубинштейна, д. 12, литера А",помещение,78:1224:0:21:3,41.1,исключен,111-р от 24.08.2010,300031349
Центральный,"191002, г.Санкт-Петербург, улица Рубинштейна, д. 12, литера А",помещение,78:31:1224:0:21:1,96.5,включен,237-р от 26.12.2008,300018748
Центральный,"191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 18-19",часть помещения,78:1056Н:0:23:18,69.4,исключен,272-рк от 22.04.2016,300064842
Центральный,"191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 18-19",часть помещения,78:1056Н:0:23:3,83.2,исключен,272-рк от 22.04.2016,300064838
Центральный,"191119, г.Санкт-Петербург, улица Черняховского, д. 34, литера А",помещение,78:1522:0:19:1,45.6,включен,237-р от 26.12.2008,300016290
Центральный,"191186, г.Санкт-Петербург, Большая Морская улица, д. 13, литера А",помещение,78:31:1181:2005:4:4,20.4,исключен,31-р от 20.03.2012,300013620
Центральный,"191011, г.Санкт-Петербург, Итальянская улица, д. 29, литера А",помещение,78:31:0001285:3141,79.6,включен,237-р от 26.12.2008,300013863
Центральный,"191040, г.Санкт-Петербург, Пушкинская улица, д. 7, литера А",помещение,78:31:0001131:4284,46.5,включен,237-р от 26.12.2008,300014334
Центральный,"191186, г.Санкт-Петербург, Большая Морская улица, д. 11, литера А",помещение,78:31:0001182:2197,216.5,включен,237-р от 26.12.2008,300029447
Калининский,"195220, г.Санкт-Петербург, проспект Непокоренных, д. 13, к. 1, литера А",помещение,78:5201:0:3:3,37.7,включен,237-р от 26.12.2008,400003724
Адмиралтейский,"190068, г.Санкт-Петербург, Садовая улица, д. 125, литера А",помещение,78:1075:0:54:1,178.2,включен,237-р от 26.12.2008,1100039699
Центральный,"191011, г.Санкт-Петербург, Инженерная улица, д. 6, литера А",помещение,78:31:1187:7:1:18,412.8,исключен,386-рк от 29.04.2020,300017472
Центральный,"191011, г.Санкт-Петербург, Инженерная улица, д. 6, литера А",часть помещения,78:31:1187:7:1:3,138.3,включен,237-р от 26.12.2008,300073139
Центральный,"191186, г.Санкт-Петербург, Невский проспект, д. 18, литера А",часть помещения,78:1097:0:26:11,604.1,включен,237-р от 26.12.2008,300052280
Центральный,"191040, г.Санкт-Петербург, Лиговский проспект, д. 67/22, литера А",помещение,78:1046:1:1:5,206.3,исключен,158-р от 29.09.2011,300015046
