district,address,type,cadastral_number,area,status,document,obj_id
Центральный,"191186, г.Санкт-Петербург, Миллионная улица, д. 11, литера А",помещение,78:31:1018:4:36:7,136.8,исключен,911-рк от 28.11.2016,300012129
Московский,"196084, г.Санкт-Петербург, Смоленская улица, д. 27, литера В",здание,78:7520:1:35,41.1,включен,237-р от 26.12.2008,1200003451
Адмиралтейский,"190000, г.Санкт-Петербург, Почтамтская улица, д. 1, литера А",помещение,78:32:1092:2:2:12,130.2,исключен,28-р от 10.04.2014,1100053272
Центральный,"191040, г.Санкт-Петербург, Лиговский проспект, д. 56, литера Е",помещение,78:31:1521:0:117:14,96.6,исключен,130-р от 14.09.2012,300033448
Центральный,"191040, г.Санкт-Петербург, Лиговский проспект, д. 56, литера Е",помещение,78:1521:0:117:2,97.8,исключен,130-р от 14.09.2012,300068940
Центральный,"191025, г.Санкт-Петербург, набережная реки Фонтанки, д. 40/68, литера А",помещение,78:31:0001283:3692,12.8,включен,1054-рк от 31.10.2019,100185231
Центральный,"191011, г.Санкт-Петербург, Невский проспект, д. 40-42, литера А",помещение,78:1287:0:35:22,76.6,включен,237-р от 26.12.2008,300018392
Центральный,"191023, г.Санкт-Петербург, Мучной переулок, д. 2, литера Г",часть помещения,78:31:1143:2:1:27,49.3,исключен,119-р от 24.08.2011,300122118
Адмиралтейский,"190031, г.Санкт-Петербург, Гражданская улица, д. 17/8, литера А",помещение,78:32:0001293:2243,77.6,включен,998-рк от 17.10.2019,100183380
Петроградский,"197110, г.Санкт-Петербург, Большая Зеленина улица, д. 44/6, литера А",помещение,78:7:3199:1:1:1,79.2,включен,237-р от 26.12.2008,1500040336
Красносельский,"198205, г.Санкт-Петербург, Авангардная улица, д. 33, литера А",помещение,78:40:0008460:5533,180.4,включен,387-рк от 29.04.2020,100174058
Центральный,"191040, г.Санкт-Петербург, Лиговский проспект, д. 82, литера А",помещение,78:31:1521:0:1:4,55.6,исключен,911-рк от 28.11.2016,300016200
Центральный,"191011, г.Санкт-Петербург, набережная канала Грибоедова, д. 28/1, литера А",часть помещения,78:1140:1:1:22,56.6,исключен,103-р от 10.08.2010,300011212
Центральный,"191126, г.Санкт-Петербург, Загородный проспект, д. 40, литера А",часть помещения,78:31:1626:7:4:5,102.2,включен,237-р от 26.12.2008,300124182
Центральный,"191126, г.Санкт-Петербург, Загородный проспект, д. 40, литера А",часть помещения,78:31:1626:7:4:5,96.0,включен,237-р от 26.12.2008,300124183
Адмиралтейский,"190031, г.Санкт-Петербург, улица Ефимова, д. 6, литера А",помещение,78:32:1058:0:103:15,147.5,исключен,911-рк от 28.11.2016,1100007055
Выборгский,"194356, г.Санкт-Петербург, проспект Энгельса, д. 131, к. 1, литера А",помещение,78:36:0005517:5318,27.4,включен,237-р от 26.12.2008,200005470
Невский,"193230, г.Санкт-Петербург, улица Дыбенко, д. 13, к. 1, литера Я",помещение,78:12:0006303:3502,150.7,включен,1021-рк от 29.10.2020,1300022084
Адмиралтейский,"190031, г.Санкт-Петербург, Спасский переулок, д. 1/46, литера А",помещение,78:32:0001146:2294,124.0,включен,26-р от 23.03.2009,1100009538
Московский,"196105, г.Санкт-Петербург, Московский проспект, д. 186, литера А",помещение,78:14:7619А:2001:33:3,173.0,исключен,23-р от 21.03.2011,1200003868
Московский,"196105, г.Санкт-Петербург, Московский проспект, д. 186, литера А",помещение,78:14:7619А:2001:33:28,282.5,исключен,911-рк от 28.11.2016,1200050764
Адмиралтейский,"190000, г.Санкт-Петербург, Гороховая улица, д. 25, литера А",помещение,78:32:0001291:3688,138.8,включен,237-р от 26.12.2008,1100009533
Адмиралтейский,"190000, г.Санкт-Петербург, Гороховая улица, д. 25, литера А",помещение,78:32:1291:6:5:2,51.6,включен,237-р от 26.12.2008,1100002966
Адмиралтейский,"196084, г.Санкт-Петербург, Московский проспект, д. 79, литера А",помещение,78:32:0007507:1300,278.4,включен,830-рк от 30.11.2018,1100016021
Московский,"196233, г.Санкт-Петербург, Звездная улица, д. 16а, литера А",помещение,78:7681:0:57:2,122.3,включен,114-р от 06.10.2009,1200006598
Фрунзенский,"192212, г.Санкт-Петербург, Белградская улица, д. 30, литера А",помещение,78:7410:3:2:9,62.3,включен,237-р от 26.12.2008,2100013615
Выборгский,"194044, г.Санкт-Петербург, Нейшлотский переулок, д. 7, литера С",помещение,78:36:0005009:4085,29.4,включен,998-рк от 17.10.2019,200013824
Калининский,"195009, г.Санкт-Петербург, улица Академика Лебедева, д. 15/1, литера В",помещение,78:10:0005105:1333,11.6,включен,37-р от 02.04.2013,400001182
Красногвардейский,"195253, г.Санкт-Петербург, проспект Энергетиков, д. 42, литера А",помещение,78:11:0006077:5861,493.1,включен,998-рк от 17.10.2019,700004864
Центральный,"191011, г.Санкт-Петербург, Невский проспект, д. 32-34, литера А",часть помещения,78:31:1288:11:37:35,305.6,включен,237-р от 26.12.2008,300121215
Приморский,"197183, г.Санкт-Петербург, Приморский проспект, д. 6, литера А",помещение,78:4142:0:2:11,53.5,включен,237-р от 26.12.2008,1700024391
Калининский,"195252, г.Санкт-Петербург, улица Софьи Ковалевской, д. 3, к. 1, литера А",часть помещения,78:5217:9:3:11,44.1,включен,237-р от 26.12.2008,400007335
Фрунзенский,"192007, г.Санкт-Петербург, Лиговский проспект, д. 216, литера А",помещение,78:13:0007308:3214,27.8,исключен,464-рк от 25.05.2020,2100008087
Пушкинский,"196600, Санкт-Петербург, город Пушкин, Средняя улица, д. 1-3/8, литера А",часть помещения,78:18120:0:1:5,925.4,включен,237-р от 26.12.2008,1800003515
Пушкинский,"196600, Санкт-Петербург, город Пушкин, Средняя улица, д. 1-3/8, литера А",помещение,78:18120:0:1:3,109.0,включен,237-р от 26.12.2008,1800003516
Пушкинский,"196600, Санкт-Петербург, город Пушкин, Средняя улица, д. 1-3/8, литера А",помещение,78:42:0018120:3102,120.0,включен,869-рк от 18.09.2020,100202818
Центральный,"193144, г.Санкт-Петербург, Мытнинская улица, д. 1/20, литера А",помещение,78:31:0001483:2095,68.6,включен,237-р от 26.12.2008,300031384
Центральный,"193024, г.Санкт-Петербург, Невский проспект, д. 164, литера А",помещение,78:31:0001486:2320,162.1,исключен,386-рк от 29.04.2020,300016072
Центральный,"191023, г.Санкт-Петербург, Гороховая улица, д. 40, литера А",помещение,78:1057:0:64:4,176.2,исключен,208-р от 25.11.2011,300013496
Центральный,"193167, г.Санкт-Петербург, улица Александра Невского, д. 8, литера П",здание,78:1500:0:26,205.6,включен,237-р от 26.12.2008,300087005
Петроградский,"197198, г.Санкт-Петербург, улица Блохина, д. 11, литера Д",здание,78:07:0003040:2073,18.1,исключен,63-р от 12.05.2010,1500075200
Василеостровский,"г.Санкт-Петербург, 13-я линия В.О., д. 10, литера Г",помещение,78:06:0002050:3303,52.1,включен,389-рк от 29.04.2020,100200038
Невский,"192029, г.Санкт-Петербург, проспект Обуховской Обороны, д. 75а, литера Б",здание,78:12:7118:18:32,158.2,исключен,124-р от 01.09.2011,1300008595
Адмиралтейский,"190068, г.Санкт-Петербург, Садовая улица, д. 50б, литера Д",здание,78:32:0001061:1061,180.1,включен,237-р от 26.12.2008,1100060054
Петродворцовый,"Санкт-Петербург, поселок Стрельна, Санкт-Петербургское шоссе, д. 78, литера А",здание,78:19164А:0:17,243.2,исключен,407-рк от 07.06.2016,1600000286
Адмиралтейский,"198005, г.Санкт-Петербург, 7-я Красноармейская улица, д. 19, литера Б",здание,78:32:0001678:2007,32.3,включен,237-р от 26.12.2008,1100008692
Петродворцовый,"Санкт-Петербург, город Ломоносов, улица Сафронова, д. 7, литера А",здание,78:40:0020527:1018,475.6,включен,1054-рк от 31.10.2019,100141282
Выборгский,"194352, г.Санкт-Петербург, Придорожная аллея, д. 11, литера А",помещение,78:36:0005514:4143,101.4,включен,542-рк от 16.06.2020,100148436
Центральный,"191126, г.Санкт-Петербург, Боровая улица, д. 18/1, литера А",помещение,78:31:0001697:2386,36.5,включен,1272-рк от 26.12.2019,100180608
Центральный,"191025, г.Санкт-Петербург, Невский проспект, д. 88, литера А",помещение,78:31:0001219:3887,122.8,включен,237-р от 26.12.2008,300025707
Центральный,"191011, г.Санкт-Петербург, Итальянская улица, д. 6/4, литера А",помещение,78:31:0001263:1123,45.6,включен,1272-рк от 26.12.2019,300017586
Центральный,"193036, г.Санкт-Петербург, Невский проспект, д. 93, литера А",помещение,78:31:0001497:3554,35.5,включен,237-р от 26.12.2008,300015764
Петродворцовый,"198903, Санкт-Петербург, город Петергоф, Эйхенская улица, д. 15а, литера А",здание,78:40:0019222:1004,521.2,включен,1088-рк от 20.11.2020,1000008983
Невский,"192029, г.Санкт-Петербург, улица Седова, д. 37, литера А",помещение,78:12:0710105:2305,251.0,включен,593-рк от 29.06.2020,1300055719
Невский,"192029, г.Санкт-Петербург, улица Седова, д. 37, литера А",помещение,78:12:0710105:2295,51.1,включен,593-рк от 29.06.2020,1300055721
Невский,"192029, г.Санкт-Петербург, улица Седова, д. 37, литера А",помещение,78:12:0710105:2210,1128.0,включен,593-рк от 29.06.2020,1300055722
Невский,"192029, г.Санкт-Петербург, улица Седова, д. 37, литера А",помещение,78:12:0710105:2223,210.8,включен,593-рк от 29.06.2020,1300055756
Невский,"192029, г.Санкт-Петербург, улица Седова, д. 37, литера А",помещение,78:12:0710105:2222,70.3,включен,593-рк от 29.06.2020,1300055757
Невский,"192029, г.Санкт-Петербург, улица Седова, д. 37, литера А",помещение,78:12:0710105:2205,120.3,включен,593-рк от 29.06.2020,1300055760
Невский,"192029, г.Санкт-Петербург, улица Седова, д. 37, литера А",помещение,78:12:0710105:2337,373.4,включен,593-рк от 29.06.2020,1300055754
Пушкинский,"196600, Санкт-Петербург, город Пушкин, Конюшенная улица, д. 37, литера А",помещение,78:42:1811101:2227,83.8,включен,870-рк от 18.09.2020,1800006709
Колпинский,"196642, Санкт-Петербург, поселок Петро-Славянка, улица Коммунаров, д. 4, литера А",здание,78:37:1782101:2005,416.1,включен,237-р от 26.12.2008,600016165
Центральный,"191002, г.Санкт-Петербург, Разъезжая улица, д. 9, литера А",помещение,78:31:0001625:2972,149.1,исключен,119-р от 24.08.2011,300018456
Василеостровский,"199034, г.Санкт-Петербург, набережная Лейтенанта Шмидта, д. 29, литера А,  ",помещение,78:6:2052:0:40:9,52.5,включен,237-р от 26.12.2008,1400015783
Петроградский,"197101, г.Санкт-Петербург, Каменноостровский проспект, д. 12, литера В",здание,78:3033:2006:57,27.0,включен,237-р от 26.12.2008,1500072197
Приморский,"197183, г.Санкт-Петербург, улица Савушкина, д. 10, литера А",здание,78:34:4142Б:3003:13,223.2,включен,237-р от 26.12.2008,1700024430
Адмиралтейский,"190000, г.Санкт-Петербург, набережная канала Грибоедова, д. 105, литера А",помещение,78:32:1252А:1:20:8,67.5,включен,237-р от 26.12.2008,1100006238
Центральный,"191014, г.Санкт-Петербург, улица Маяковского, д. 5а, литера А",здание,78:1130:0:162,67.5,исключен,30-р от 20.03.2012,300075337
Колпинский,"196643, Санкт-Петербург, поселок Понтонный, улица Судостроителей, д. 2, литера А",здание,78:37:0017507:3319,26.4,включен,237-р от 26.12.2008,600007429
Кировский,"198095, г.Санкт-Петербург, улица Ивана Черных, д. 5, литера Р",часть здания,78:15:8047:0:9,208.0,исключен,46-р от 23.05.2014,500035941
Кировский,"198095, г.Санкт-Петербург, улица Ивана Черных, д. 5, литера Р",часть здания,78:15:8047:0:9,145.4,исключен,46-р от 23.05.2014,500035942
Петродворцовый,"Санкт-Петербург, город Петергоф, Константиновская улица, д. 16, литера Ж",здание,78:19255А:0:32,176.9,исключен,136-р от 05.09.2011,1600001886
Петродворцовый,"198510, Санкт-Петербург, город Петергоф, Константиновская улица, д. 16, литера А",здание,78:19255А:0:3,344.7,исключен,136-р от 05.09.2011,1600000279
Адмиралтейский,"190031, г.Санкт-Петербург, переулок Гривцова, д. 22, литера А",помещение,78:32:0001146:2238,130.7,включен,578-рк от 26.06.2020,1100009571
Петродворцовый,"198412, Санкт-Петербург, город Ломоносов, Еленинская улица, д. 20, литера Б",здание,78:20520:0:7,85.7,включен,237-р от 26.12.2008,1600002546
Петродворцовый,"198412, Санкт-Петербург, город Ломоносов, улица Рубакина, д. 16, литера В",здание,78:20547Б:0:8,78.0,включен,237-р от 26.12.2008,1600002656
Адмиралтейский,"190013, г.Санкт-Петербург, Верейская улица, д. 34, литера Б",здание,78:1686:1:33,91.8,включен,237-р от 26.12.2008,1100034541
Центральный,"191119, г.Санкт-Петербург, Звенигородская улица, д. 28, литера А",помещение,78:31:0001696:2988,120.9,исключен,161-рк от 18.02.2020,300116302
Центральный,"191186, г.Санкт-Петербург, Большая Морская улица, д. 7, литера А",часть помещения,78:1096:0:4:1,143.0,исключен,911-рк от 28.11.2016,300018104
Кировский,"198152, г.Санкт-Петербург, Краснопутиловская улица, д. 25, литера А",помещение,78:8203:1:5:6,158.1,включен,1216-рк от 17.12.2019,500019617
Кировский,"198215, г.Санкт-Петербург, Ленинский проспект, д. 117, к. 1, литера А",помещение,78:8409:12:1:12,99.5,исключен,911-рк от 28.11.2016,500002501
Кировский,"198215, г.Санкт-Петербург, Ленинский проспект, д. 117, к. 1, литера А",часть помещения,78:15:8409:12:1:4,19.2,включен,237-р от 26.12.2008,500009212
Василеостровский,"199048, г.Санкт-Петербург, Большой проспект В.О., д. 8/4, литера А",часть помещения,78:6:2020:2:29:14,55.3,включен,237-р от 26.12.2008,1400046005
Выборгский,"194156, г.Санкт-Петербург, Сердобольская улица, д. 1, литера А",помещение,78:36:0005307:2344,203.9,включен,870-рк от 18.09.2020,200005941
Петроградский,"197046, г.Санкт-Петербург, Пеньковая улица, д. 8/6, литера К",здание,78:7:3008:5:3,66.9,включен,237-р от 26.12.2008,1500089645
Центральный,"191011, г.Санкт-Петербург, Садовая улица, д. 12, литера А",часть помещения,78:1286:1:16:34,327.4,включен,237-р от 26.12.2008,300087076
Центральный,"191011, г.Санкт-Петербург, Садовая улица, д. 12, литера А",помещение,78:1286:1:16:23,38.5,исключен,67-р от 13.05.2010,300050386
Петроградский,"197101, г.Санкт-Петербург, Большая Пушкарская улица, д. 41, литера В",помещение,78:07:0003074:2989,54.6,включен,1054-рк от 31.10.2019,1500041586
Центральный,"191186, г.Санкт-Петербург, Большая Морская улица, д. 17, литера А",помещение,78:1181:0:15:3,135.6,включен,237-р от 26.12.2008,300000001
Калининский,"195274, г.Санкт-Петербург, проспект Культуры, д. 21, к. 1, литера А",помещение,78:10:5535:9:2:5,473.8,исключен,911-рк от 28.11.2016,400003868
Петроградский,"197101, г.Санкт-Петербург, улица Мира, д. 7, литера А",помещение,78:7:3033:0:99:4,47.1,включен,237-р от 26.12.2008,1500069224
Петродворцовый,"Санкт-Петербург, город Петергоф, Санкт-Петербургский проспект, д. 61, литера В",здание,78:19217:0:4,72.4,включен,237-р от 26.12.2008,1600000308
Центральный,"191002, г.Санкт-Петербург, улица Ломоносова, д. 14, литера Л",помещение,78:31:0001055:2930,84.2,включен,688-рк от 20.07.2020,300014424
Кировский,"198095, г.Санкт-Петербург, проспект Стачек, д. 6, литера А",помещение,78:15:0008047:1123,28.0,включен,237-р от 26.12.2008,500001927
Адмиралтейский,"190031, г.Санкт-Петербург, Столярный переулок, д. 18/69, литера А",помещение,78:32:1234:0:13:9,260.1,исключен,911-рк от 28.11.2016,1100003872
Центральный,"191002, г.Санкт-Петербург, Загородный проспект, д. 28, литера А",помещение,78:31:1625:2003:26:13,170.5,исключен,118-р (1488) от 24.08.2008,300037136
Московский,"196084, г.Санкт-Петербург, Заставская улица, д. 24, литера В",здание,78:14:0007533:2094,42.6,включен,237-р от 26.12.2008,1200011529
Центральный,"191186, г.Санкт-Петербург, Невский проспект, д. 22-24, литера А",помещение,78:31:1260:2:20:40,444.2,исключен,106-р от 12.07.2012,300018164
Центральный,"191186, г.Санкт-Петербург, Невский проспект, д. 22-24, литера А",часть помещения,78:1260:2:20:23,696.4,включен,237-р от 26.12.2008,300013486
Центральный,"191186, г.Санкт-Петербург, Невский проспект, д. 22-24, литера А",помещение,78:31:1260:2:20:31,96.6,исключен,76-р от 03.06.2011,300007354
Центральный,"191119, г.Санкт-Петербург, Лиговский проспект, д. 97, литера А",помещение,78:31:0001048:2484,75.9,включен,237-р от 26.12.2008,300007739
Центральный,"191040, г.Санкт-Петербург, Лиговский проспект, д. 89/20, литера А",помещение,78:31:1047:2001:46:2,105.6,включен,237-р от 26.12.2008,300014540
Центральный,"191025, г.Санкт-Петербург, улица Маяковского, д. 2/94, литера А",помещение,78:31:1219:4:9:5,113.2,включен,237-р от 26.12.2008,300018507
Центральный,"191025, г.Санкт-Петербург, улица Маяковского, д. 4, литера А",помещение,78:31:0001219:3932,107.6,включен,237-р от 26.12.2008,300001881
Центральный,"191002, г.Санкт-Петербург, улица Рубинштейна, д. 28, литера Б",помещение,78:31:1136:0:6:1,107.5,исключен,103-р от 10.08.2010,300040181
Центральный,"191023, г.Санкт-Петербург, Апраксин переулок, д. 3, литера А",помещение,78:31:0001057:2992,107.8,включен,1205-рк от 18.12.2020,300002474
Центральный,"191014, г.Санкт-Петербург, улица Жуковского, д. 45, литера А",помещение,78:1130:0:116:1,98.2,исключен,386-рк от 29.04.2020,300014087
Центральный,"193036, г.Санкт-Петербург, Лиговский проспект, д. 23, литера А",помещение,78:31:1043:0:26:1,88.6,включен,237-р от 26.12.2008,300018536
Центральный,"191040, г.Санкт-Петербург, Лиговский проспект, д. 56, литера Г",помещение,78:1521:0:2:10,83.9,включен,237-р от 26.12.2008,300061809
Центральный,"191025, г.Санкт-Петербург, улица Маяковского, д. 6, литера А",помещение,78:31:0001219:3617,111.9,исключен,1222-рк от 21.12.2020,300014117
Кронштадтский,"197760, Санкт-Петербург, город Кронштадт, проспект Ленина, д. 19, литера А",помещение,78:34:0010337:1023,182.7,включен,1205-рк от 18.12.2020,900001544
Центральный,"193015, г.Санкт-Петербург, Суворовский проспект, д. 55, литера А",помещение,78:31:1120:5:36:1,31.5,исключен,119-р от 24.08.2011,300015320
Центральный,"191014, г.Санкт-Петербург, Лиговский проспект, д. 106, литера А",помещение,78:31:1522:0:47:1,333.5,исключен,116-р (1673) от 23.08.2011,300007034
Центральный,"191186, г.Санкт-Петербург, Большая Морская улица, д. 10, литера Б",часть помещения,78:1097:0:19:2,134.1,включен,237-р от 26.12.2008,300013593
Выборгский,"194356, г.Санкт-Петербург, проспект Энгельса, д. 133, к. 1, литера Д",часть помещения,78:36:0005517:4079,59.1,включен,237-р от 26.12.2008,200006343
Адмиралтейский,"19068, г.Санкт-Петербург, улица Декабристов, д. 50, литера А",помещение,78:1168:0:14:1,59.6,включен,1054-рк от 31.10.2019,1100009406
Московский,"196066, г.Санкт-Петербург, Московский проспект, д. 197, литера А",помещение,78:14:7664:2:2:9,66.7,исключен,911-рк от 28.11.2016,1200000744
Центральный,"191014, г.Санкт-Петербург, улица Маяковского, д. 37, литера Ю",помещение,78:31:1278:11:38:5,102.0,включен,237-р от 26.12.2008,300013030
Центральный,"191119, г.Санкт-Петербург, Боровая улица, д. 23/21, литера А",помещение,78:1696:2003:27:3,188.2,включен,998-рк от 17.10.2019,300003105
Московский,"196084, г.Санкт-Петербург, Московский проспект, д. 102, литера А",помещение,78:14:7525:0:215:2,260.7,исключен,911-рк от 28.11.2016,1200022203
Центральный,"193036, г.Санкт-Петербург, Невский проспект, д. 109, литера А",помещение,78:31:1497:2005:16:8,366.3,исключен,80-р от 07.06.2010,300078479
Центральный,"191011, г.Санкт-Петербург, набережная канала Грибоедова, д. 18-20, литера А",помещение,78:1229:1:1:8,340.4,исключен,1222-рк от 21.12.2020,300007208
Центральный,"191011, г.Санкт-Петербург, набережная канала Грибоедова, д. 18-20, литера А",часть помещения,78:31:1229:1:1:15,637.4,включен,237-р от 26.12.2008,300038219
Центральный,"191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 28",помещение,78:1056Л:0:15:4,307.2,исключен,272-рк от 22.04.2016,300030321
Центральный,"191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 28",часть помещения,78:1056Л:0:15:2,69.8,исключен,272-рк от 22.04.2016,300011404
Центральный,"191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 20",помещение,78:1056Н:0:11:9,58.1,исключен,272-рк от 22.04.2016,300026522
Центральный,"191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 20",часть помещения,78:1056Н:0:11:4,178.0,исключен,272-рк от 22.04.2016,300014958
Центральный,"191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 20",часть помещения,78:1056Н:0:11:4,181.8,исключен,272-рк от 22.04.2016,300014966
Центральный,"г.Санкт-Петербург, Садовая улица, д. 28-30, к. 26",помещение,78:1056Л:1:10:7,226.9,исключен,272-рк от 22.04.2016,300046522
Центральный,"191023, г.Санкт-Петербург, Садовая улица, д. 28-30, к. 41",помещение,,195.1,исключен,272-рк от 22.04.2016,300038405
Центральный,"191025, г.Санкт-Петербург, Литейный проспект, д. 64/78, литера А",помещение,78:1219:5:99:5,452.4,включен,237-р от 26.12.2008,300014055
Центральный,"191025, г.Санкт-Петербург, Литейный проспект, д. 64/78, литера А",помещение,78:31:1219:5:99:25,73.8,включен,237-р от 26.12.2008,300018562
Центральный,"191025, г.Санкт-Петербург, Литейный проспект, д. 64/78, литера А",помещение,78:1219:5:99:8,234.4,исключен,125-р от 15.09.2010,300001728
Центральный,"191025, г.Санкт-Петербург, улица Восстания, д. 6, литера А",помещение,78:1130:16:82:7,42.6,исключен,78-р от 02.06.2010,300021682
Центральный,"191104, г.Санкт-Петербург, улица Жуковского, д. 8, литера А",помещение,78:31:1282:2003:12:1,94.2,исключен,911-рк от 28.11.2016,300013023
Кронштадтский,"197760, Санкт-Петербург, город Кронштадт, Посадская улица, д. 49, литера А",часть помещения,78:34:0010334:43,55.7,включен,237-р от 26.12.2008,900005991
Центральный,"193024, г.Санкт-Петербург, проспект Бакунина, д. 19-25, литера Т",помещение,78:1455А:0:15:1,341.6,включен,237-р от 26.12.2008,300016078
Центральный,"191025, г.Санкт-Петербург, Невский проспект, д. 108, литера А",часть помещения,78:1130:7:64:4,19.3,включен,237-р от 26.12.2008,300075344
Центральный,"191025, г.Санкт-Петербург, Невский проспект, д. 108, литера А",помещение,78:31:1130:7:64:7,81.3,исключен,111-р от 24.08.2010,300018578
Петроградский,"197136, г.Санкт-Петербург, Большой  проспект П.С., д. 80, литера А",помещение,78:3114:3:1:7,193.1,включен,237-р от 26.12.2008,1500061593
Петроградский,"197110, г.Санкт-Петербург, Большая Зеленина улица, д. 15, литера А",помещение,78:3162:8:9:6,42.6,включен,237-р от 26.12.2008,1500042054
Петроградский,"197198, г.Санкт-Петербург, Гатчинская улица, д. 2/54, литера А",помещение,78:7:3106:1:2:5,122.2,исключен,91-р от 24.07.2009,1500040672
Петроградский,"197046, г.Санкт-Петербург, Малая Посадская улица, д. 4, литера А",помещение,78:3032:0:43:11,57.1,исключен,78-р от 02.06.2010,1500054916
Петроградский,"197046, г.Санкт-Петербург, Малая Посадская улица, д. 4, литера А",помещение,78:3032:0:43:6,56.3,исключен,78-р от 02.06.2010,1500054910
Петроградский,"197046, г.Санкт-Петербург, Малая Посадская улица, д. 4, литера А",помещение,78:3032:0:43:10,53.3,исключен,78-р от 02.06.2010,1500054915
Петроградский,"197022, г.Санкт-Петербург, Каменноостровский проспект, д. 47, литера А",помещение,78:3116:0:10:4,67.3,включен,237-р от 26.12.2008,1500056645
Петроградский,"197136, г.Санкт-Петербург, Большой  проспект П.С., д. 70-72, литера А",часть помещения,78:7:3111:4:1:10,25.8,включен,237-р от 26.12.2008,1500063420
Приморский,"197371, г.Санкт-Петербург, проспект Королева, д. 32, к. 1, литера А",помещение,78:34:4125А:12:1:6,91.3,исключен,132-р от 04.10.2010,1700023599
Центральный,"193024, г.Санкт-Петербург, Невский проспект, д. 158, литера А",часть помещения,78:31:0001487:3486,492.9,включен,161-р от 17.11.2010,300016077
Петроградский,"197198, г.Санкт-Петербург, улица Блохина, д. 11, литера А",помещение,78:07:0003040:2118,67.3,включен,661-рк от 31.07.2019,1500046640
Колпинский,"196650, Санкт-Петербург, город Колпино, площадь Коммуны, д. 7, литера А",помещение,78:37:17102Г:0:3:4,313.0,исключен,911-рк от 28.11.2016,600034537
Красногвардейский,"195196, г.Санкт-Петербург, Новочеркасский проспект, д. 43/17, литера А",помещение,78:11:0006025:4301,185.6,включен,237-р от 26.12.2008,700005107
Адмиралтейский,"190031, г.Санкт-Петербург, Сенная площадь, д. 7, литера А",помещение,78:32:1146:2:13:2,83.2,исключен,911-рк от 28.11.2016,1100007045
Центральный,"191028, г.Санкт-Петербург, набережная реки Фонтанки, д. 30, литера А",помещение,78:1189:0:54:5,215.8,исключен,83-р от 14.06.2012,300012423
Адмиралтейский,"198013, г.Санкт-Петербург, Московский проспект, д. 38, литера А",помещение,78:32:0001635:3429,98.7,включен,237-р от 26.12.2008,1100007320
Адмиралтейский,"190068, г.Санкт-Петербург, Садовая улица, д. 89, литера А",часть помещения,78:32:1156:0:19:3,47.2,включен,237-р от 26.12.2008,1100009308
Адмиралтейский,"190068, г.Санкт-Петербург, Английский проспект, д. 43, литера А",помещение,78:32:1074:0:21:1,207.1,исключен,215-р от 01.12.2011,1100026247
Адмиралтейский,"198013, г.Санкт-Петербург, Бронницкая улица, д. 2/70, литера А",помещение,78:1634:0:1:4,76.6,включен,237-р от 26.12.2008,1100008381
Кировский,"г.Санкт-Петербург, проспект Стачек, д. 12, литера В",помещение,78:8048:0:13:9,65.9,включен,237-р от 26.12.2008,500015708
Фрунзенский,"192102, г.Санкт-Петербург, Стрельбищенская улица, д. 16, литера А",часть помещения,78:13:0007332:1223,203.9,включен,237-р от 26.12.2008,2100025862
Красносельский,"198334, г.Санкт-Петербург, проспект Ветеранов, д. 142, литера А",помещение,78:8459:3:60:5,75.0,включен,237-р от 26.12.2008,800002417
Невский,"193029, г.Санкт-Петербург, проспект Обуховской Обороны, д. 88, литера А",помещение,78:12:7122А:0:4:3,167.5,исключен,84-р от 27.08.2013,1300002637
Невский,"193315, г.Санкт-Петербург, Народная улица, д. 47, к. 4, литера Щ",помещение,78:12:0006344:3027,194.2,включен,998-рк от 17.10.2019,100163347
Невский,"193171, г.Санкт-Петербург, улица Полярников, д. 8, литера А",помещение,78:12:0713901:3136,113.9,включен,237-р от 26.12.2008,1300008667
Красносельский,"198259, г.Санкт-Петербург, проспект Ветеранов, д. 160, литера А",помещение,78:40:8479:2:2:6,49.4,исключен,128-р от 03.12.2013,800000001
Московский,"196084, г.Санкт-Петербург, Московский проспект, д. 150, литера А",помещение,,17.8,включен,237-р от 26.12.2008,1200003746
Центральный,"193036, г.Санкт-Петербург, Невский проспект, д. 103, литера А",помещение,78:31:0001497:3684,49.9,включен,237-р от 26.12.2008,300015818
Калининский,"195009, г.Санкт-Петербург, Боткинская улица, д. 4, литера А",помещение,78:5107:3:1:5,64.6,включен,237-р от 26.12.2008,400006202
Центральный,"191002, г.Санкт-Петербург, улица Марата, д. 37, литера А",помещение,78:31:0001133:3762,124.4,включен,1054-рк от 31.10.2019,300008509
Фрунзенский,"192289, г.Санкт-Петербург, Малая Балканская улица, д. 58, литера А",часть помещения,78:13:0007448:2770,284.3,включен,237-р от 26.12.2008,2100005203
Невский,"193171, г.Санкт-Петербург, переулок Матюшенко, д. 10, литера А",часть помещения,78:12:7139А:0:21:11,22.1,включен,237-р от 26.12.2008,1300039634
Выборгский,"194100, г.Санкт-Петербург, Новолитовская улица, д. 11, литера А",часть помещения,78:36:5115:0:4:4,116.3,включен,237-р от 26.12.2008,200005805
